ID,Prediction
Aaron_Eckhart_0001.jpg,2
Aaron_Guiel_0001.jpg,2
Aaron_Patterson_0001.jpg,3
Aaron_Peirsol_0001.jpg,1
Aaron_Peirsol_0002.jpg,2
Aaron_Peirsol_0003.jpg,1
Aaron_Peirsol_0004.jpg,1
Aaron_Pena_0001.jpg,0
Aaron_Sorkin_0001.jpg,2
Aaron_Sorkin_0002.jpg,3
Aaron_Tippin_0001.jpg,3
Abba_Eban_0001.jpg,3
Abbas_Kiarostami_0001.jpg,0
Abdel_Aziz_Al-Hakim_0001.jpg,0
Abdel_Madi_Shabneh_0001.jpg,0
Abdel_Nasser_Assidi_0001.jpg,0
Abdel_Nasser_Assidi_0002.jpg,0
Abdoulaye_Wade_0001.jpg,0
Abdoulaye_Wade_0002.jpg,3
Abdoulaye_Wade_0003.jpg,0
Abdoulaye_Wade_0004.jpg,0
Abdulaziz_Kamilov_0001.jpg,3
Abdullah_0001.jpg,0
Abdullah_0002.jpg,0
Abdullah_0003.jpg,0
Abdullah_0004.jpg,0
Abdullah_Ahmad_Badawi_0001.jpg,3
Abdullah_al-Attiyah_0001.jpg,3
Abdullah_al-Attiyah_0002.jpg,3
Abdullah_al-Attiyah_0003.jpg,3
Abdullah_Gul_0001.jpg,3
Abdullah_Gul_0002.jpg,0
Abdullah_Gul_0003.jpg,0
Abdullah_Gul_0004.jpg,0
Abdullah_Gul_0005.jpg,3
Abdullah_Gul_0006.jpg,3
Abdullah_Gul_0007.jpg,3
Abdullah_Gul_0008.jpg,3
Abdullah_Gul_0009.jpg,0
Abdullah_Gul_0010.jpg,0
Abdullah_Gul_0011.jpg,3
Abdullah_Gul_0012.jpg,0
Abdullah_Gul_0013.jpg,0
Abdullah_Gul_0014.jpg,3
Abdullah_Gul_0015.jpg,0
Abdullah_Gul_0017.jpg,0
Abdullah_Gul_0018.jpg,0
Abdullah_Gul_0019.jpg,0
Abdullah_Nasseef_0001.jpg,3
Abdullatif_Sener_0001.jpg,0
Abdullatif_Sener_0002.jpg,0
Abdul_Majeed_Shobokshi_0001.jpg,0
Abdul_Rahman_0001.jpg,0
Abel_Aguilar_0001.jpg,0
Abel_Pacheco_0001.jpg,0
Abel_Pacheco_0002.jpg,3
Abel_Pacheco_0003.jpg,3
Abel_Pacheco_0004.jpg,0
Abid_Hamid_Mahmud_Al-Tikriti_0001.jpg,0
Abid_Hamid_Mahmud_Al-Tikriti_0003.jpg,0
Abner_Martinez_0001.jpg,3
Abraham_Foxman_0001.jpg,3
Aby_Har-Even_0001.jpg,3
Adam_Ant_0001.jpg,2
Adam_Freier_0001.jpg,2
Adam_Herbert_0001.jpg,3
Adam_Kennedy_0001.jpg,0
Adam_Mair_0001.jpg,0
Adam_Rich_0001.jpg,0
Adam_Sandler_0001.jpg,0
Adam_Sandler_0002.jpg,0
Adam_Sandler_0003.jpg,0
Adam_Sandler_0004.jpg,0
Adam_Scott_0001.jpg,0
Adam_Scott_0002.jpg,2
Adel_Al-Jubeir_0001.jpg,0
Adel_Al-Jubeir_0002.jpg,0
Adel_Al-Jubeir_0003.jpg,3
Adelina_Avila_0001.jpg,0
Adisai_Bodharamik_0001.jpg,0
Adolfo_Aguilar_Zinser_0001.jpg,3
Adolfo_Aguilar_Zinser_0002.jpg,3
Adolfo_Aguilar_Zinser_0003.jpg,2
Adolfo_Rodriguez_Saa_0001.jpg,0
Adolfo_Rodriguez_Saa_0002.jpg,0
Adoor_Gopalakarishnan_0001.jpg,3
Adriana_Lima_0001.jpg,0
Adrian_Annus_0001.jpg,2
Adriana_Perez_Navarro_0001.jpg,0
Adrian_Fernandez_0001.jpg,0
Adrian_McPherson_0001.jpg,2
Adrian_McPherson_0002.jpg,0
Adrian_Murrell_0001.jpg,0
Adrian_Nastase_0001.jpg,3
Adrian_Nastase_0002.jpg,3
Adrianna_Zuzic_0001.jpg,0
Adrien_Brody_0001.jpg,0
Adrien_Brody_0002.jpg,0
Adrien_Brody_0003.jpg,0
Adrien_Brody_0004.jpg,0
Adrien_Brody_0005.jpg,0
Adrien_Brody_0006.jpg,2
Adrien_Brody_0007.jpg,2
Adrien_Brody_0008.jpg,0
Adrien_Brody_0009.jpg,0
Adrien_Brody_0010.jpg,2
Adrien_Brody_0011.jpg,2
Adrien_Brody_0012.jpg,2
Afton_Smith_0001.jpg,1
Agbani_Darego_0001.jpg,0
Agnelo_Queiroz_0001.jpg,0
Agnes_Bruckner_0001.jpg,1
Ahmad_Jbarah_0001.jpg,3
Ahmad_Masood_0001.jpg,2
Ahmad_Masood_0002.jpg,0
Ahmed_Ahmed_0001.jpg,0
Ahmed_Chalabi_0001.jpg,3
Ahmed_Chalabi_0002.jpg,3
Ahmed_Chalabi_0003.jpg,3
Ahmed_Chalabi_0004.jpg,3
Ahmed_Chalabi_0005.jpg,3
Ahmed_Ghazi_0001.jpg,0
Ahmed_Ibrahim_Bilal_0001.jpg,0
Ahmed_Lopez_0001.jpg,0
Ahmed_Qureia_0001.jpg,3
Ahmet_Demir_0001.jpg,3
Ahmet_Necdet_Sezer_0001.jpg,3
Ahmet_Necdet_Sezer_0002.jpg,3
Aicha_El_Ouafi_0001.jpg,0
Aicha_El_Ouafi_0002.jpg,0
Aicha_El_Ouafi_0003.jpg,0
Aidan_Quinn_0001.jpg,2
Aileen_Riggin_Soule_0001.jpg,3
Ain_Seppik_0001.jpg,3
Ainsworth_Dyer_0001.jpg,0
Aishwarya_Rai_0001.jpg,2
Ai_Sugiyama_0001.jpg,0
Ai_Sugiyama_0002.jpg,2
Ai_Sugiyama_0003.jpg,2
Ai_Sugiyama_0004.jpg,0
Ai_Sugiyama_0005.jpg,2
Aitor_Gonzalez_0001.jpg,0
Aitor_Gonzalez_0002.jpg,0
Aiysha_Smith_0001.jpg,0
AJ_Cook_0001.jpg,1
Ajit_Agarkar_0001.jpg,0
AJ_Lamas_0001.jpg,0
Akbar_Al_Baker_0001.jpg,3
Akbar_Hashemi_Rafsanjani_0001.jpg,3
Akbar_Hashemi_Rafsanjani_0002.jpg,3
Akbar_Hashemi_Rafsanjani_0003.jpg,3
Akhmed_Zakayev_0001.jpg,3
Akhmed_Zakayev_0002.jpg,3
Akhmed_Zakayev_0003.jpg,3
Akiko_Morigami_0001.jpg,0
Akmal_Taher_0001.jpg,0
Alain_Cervantes_0001.jpg,3
Alain_Ducasse_0001.jpg,3
Alan_Ball_0001.jpg,0
Alan_Ball_0002.jpg,0
Alan_Dershowitz_0001.jpg,3
Alan_Dreher_0001.jpg,0
Alan_Greenspan_0001.jpg,3
Alan_Greenspan_0002.jpg,3
Alan_Greenspan_0003.jpg,3
Alan_Greenspan_0004.jpg,3
Alan_Greenspan_0005.jpg,3
Alan_Greer_0001.jpg,3
Alanis_Morissette_0001.jpg,0
Alan_Jackson_0001.jpg,3
Alan_Mulally_0001.jpg,2
Alan_Mulally_0002.jpg,3
Alanna_Ubach_0001.jpg,2
Alan_Stonecipher_0001.jpg,3
Alan_Tang_Kwong-wing_0001.jpg,0
Alan_Trammell_0001.jpg,3
Alan_Zemaitis_0001.jpg,0
Alastair_Campbell_0001.jpg,2
Alastair_Campbell_0002.jpg,3
Alastair_Campbell_0003.jpg,2
Alastair_Campbell_0004.jpg,2
Alastair_Campbell_0005.jpg,2
Alastair_Johnston_0001.jpg,2
Albaro_Recoba_0001.jpg,2
Alberta_Lee_0001.jpg,0
Albert_Brooks_0001.jpg,3
Albert_Costa_0001.jpg,0
Albert_Costa_0002.jpg,0
Albert_Costa_0003.jpg,0
Albert_Costa_0004.jpg,0
Albert_Costa_0005.jpg,0
Albert_Costa_0006.jpg,0
Albert_Montanes_0001.jpg,0
Alberto_Acosta_0001.jpg,0
Alberto_Fujimori_0001.jpg,0
Alberto_Fujimori_0002.jpg,0
Alberto_Gonzales_0001.jpg,0
Alberto_Ruiz_Gallardon_0001.jpg,0
Alberto_Ruiz_Gallardon_0002.jpg,3
Alberto_Sordi_0001.jpg,3
Albert_Pujols_0001.jpg,0
Albrecht_Mentz_0001.jpg,3
Albrecht_Mentz_0002.jpg,3
Al_Cardenas_0001.jpg,3
Al_Davis_0001.jpg,3
Al_Davis_0002.jpg,3
Aldo_Paredes_0001.jpg,2
Aldo_Paredes_0002.jpg,0
Alec_Baldwin_0001.jpg,0
Alec_Baldwin_0002.jpg,0
Alec_Baldwin_0003.jpg,0
Alec_Baldwin_0004.jpg,3
Alecos_Markides_0001.jpg,3
Alejandro_Atchugarry_0001.jpg,3
Alejandro_Atchugarry_0002.jpg,3
Alejandro_Avila_0001.jpg,0
Alejandro_Avila_0002.jpg,0
Alejandro_Avila_0003.jpg,2
Alejandro_Fernandez_0001.jpg,0
Alejandro_Gonzalez_Inarritu_0001.jpg,0
Alejandro_Lembo_0001.jpg,0
Alejandro_Lerner_0001.jpg,0
Alejandro_Lopez_0001.jpg,0
Alejandro_Toledo_0001.jpg,3
Alejandro_Toledo_0002.jpg,0
